age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country
50,56,16,14,40,9,29,75,0,45,72
63,56,15,13,40,60,29,75,0,40,31
32,56,10,9,40,70,50,75,0,72,42
35,56,10,9,40,24,29,75,0,45,72
84,56,16,14,43,57,45,75,0,66,72
52,56,10,9,40,60,29,75,0,40,72
20,66,14,10,43,0,50,75,0,40,72
33,63,14,10,43,60,45,75,0,65,72
35,56,10,9,40,9,29,75,0,40,72
19,56,10,9,43,48,50,75,0,20,72
20,56,6,5,43,16,47,75,1,40,42
26,56,15,13,43,60,45,75,0,50,72
67,37,10,9,11,48,45,75,1,24,72
41,56,14,10,40,16,29,75,0,60,72
19,56,10,9,43,60,50,75,1,25,72
31,56,10,9,40,38,77,1,1,40,72
25,56,10,9,43,24,47,75,0,40,72
23,56,14,10,43,60,45,75,0,40,72
50,63,10,9,11,17,45,75,0,40,72
28,56,10,9,11,60,45,1,0,40,72
27,56,15,13,43,16,50,75,1,40,72
41,56,10,9,76,60,45,75,1,40,72
40,56,16,14,40,57,77,75,1,24,72
36,37,13,11,43,58,45,75,0,40,72
60,37,14,10,40,48,29,3,0,60,52
35,56,10,9,76,48,50,75,1,40,72
24,56,14,10,43,0,45,75,1,17,72
40,18,11,15,40,57,29,75,0,40,72
36,37,14,10,64,0,50,4,0,40,72
54,56,10,9,43,48,47,75,1,20,28
77,56,5,4,40,38,29,46,0,30,72
27,56,14,10,40,24,77,75,1,35,72
34,66,10,9,40,0,29,75,0,40,72
56,56,14,10,40,9,29,75,0,40,72
22,56,10,9,43,0,45,75,1,10,72
52,56,5,4,40,48,29,75,0,48,10
49,62,14,10,40,60,29,75,0,60,72
38,63,10,9,40,68,29,75,0,50,72
23,56,10,9,43,16,45,75,0,45,72
56,56,9,8,40,57,29,75,0,40,72
26,63,7,6,43,57,45,75,1,32,72
28,63,10,9,40,9,29,75,0,40,33
42,56,16,14,40,57,29,3,0,55,30
51,56,15,13,43,0,73,75,0,20,72
85,56,15,13,40,16,29,75,0,3,53
30,37,14,10,64,24,45,4,0,40,72
33,56,10,9,43,9,50,75,0,40,14
23,56,15,13,43,68,50,4,0,40,72
47,56,10,9,40,9,29,75,0,45,72
40,56,10,9,11,48,73,75,1,36,72
18,56,8,7,43,60,50,75,0,15,72
36,56,10,9,40,38,29,75,0,85,72
35,56,10,9,40,9,29,4,0,60,72
22,56,14,10,43,60,45,75,1,30,72
42,56,7,6,40,9,29,75,0,35,72
50,63,15,13,40,16,29,75,0,13,72
61,56,3,3,43,24,45,4,0,40,72
45,56,10,9,40,9,29,75,0,40,72
31,56,14,10,40,16,29,75,0,50,20
19,56,14,10,43,48,50,75,1,15,72
44,37,16,14,40,57,77,75,1,40,72
49,62,15,13,40,16,29,75,0,50,72
43,56,14,10,40,0,77,4,1,38,72
30,56,10,9,43,38,45,75,0,45,72
21,56,14,10,43,0,50,75,0,40,72
37,37,10,9,40,9,29,75,0,40,72
45,18,10,9,43,70,73,3,1,40,72
59,66,17,16,40,57,29,75,0,40,72
51,56,10,9,76,38,45,4,1,40,72
41,56,16,14,11,16,73,75,1,45,72
57,63,7,6,11,16,50,75,0,60,72
18,56,10,9,43,48,50,75,0,25,6
59,63,10,9,40,16,29,75,0,40,72
22,56,8,7,43,9,50,75,0,40,72
70,56,10,9,11,48,45,75,1,23,72
43,37,16,14,40,16,77,1,1,50,72
35,62,15,13,40,16,29,75,0,45,72
65,56,15,13,40,9,29,75,0,40,15
20,56,14,10,43,48,50,75,0,12,6
40,56,17,16,40,57,29,75,0,40,72
19,56,8,7,43,24,45,75,0,40,72
41,56,10,9,43,60,45,75,1,50,72
36,56,10,9,40,38,29,75,0,45,72
18,56,8,7,43,0,47,3,1,20,72
32,63,14,10,11,48,45,75,1,35,72
41,56,15,13,40,57,29,75,0,40,72
20,56,10,9,43,48,47,75,0,30,72
29,56,8,7,40,70,29,75,0,60,72
48,56,12,12,40,16,29,75,0,40,72
49,18,10,9,40,9,29,75,0,40,72
47,63,10,9,40,38,29,75,0,40,72
43,56,12,12,40,70,29,75,0,40,72
34,37,14,10,43,9,45,75,0,40,72
18,56,10,9,43,38,47,75,1,40,72
52,56,11,15,40,57,77,75,1,30,72
44,56,15,13,11,0,73,75,1,32,72
24,56,13,11,43,9,50,75,0,40,72
21,56,14,10,43,0,50,75,1,40,72
37,56,10,9,43,0,50,75,1,55,72
26,56,14,10,40,60,29,75,0,45,72
28,56,10,9,40,9,29,75,0,38,72
45,66,14,10,40,0,77,3,1,40,72
48,56,13,11,40,68,29,75,0,40,72
23,56,9,8,40,9,29,75,0,40,72
63,56,10,9,76,48,45,75,1,34,72
60,56,15,13,40,57,29,75,0,35,72
59,56,14,10,40,16,29,75,0,45,72
44,56,14,10,40,38,29,75,0,40,72
37,56,14,10,40,60,29,75,0,45,72
35,56,15,13,40,16,29,75,0,47,72
39,56,16,14,40,16,29,75,0,40,72
25,63,10,9,43,57,45,75,0,40,72
38,56,15,13,43,48,50,75,1,35,72
26,56,14,10,40,9,29,75,0,40,59
35,56,14,10,43,48,45,75,0,30,72
38,56,10,9,64,48,73,4,1,32,72
52,56,7,6,40,38,29,75,0,41,72
29,56,14,10,43,68,45,75,1,40,72
41,56,15,13,40,16,29,75,0,50,72
17,56,7,6,43,48,50,75,0,40,72
50,56,14,10,11,60,45,75,1,40,72
38,56,13,11,40,9,29,75,0,40,72
34,56,14,10,40,57,29,75,0,50,72
38,56,15,13,43,48,45,75,0,40,72
45,56,15,13,40,57,29,75,0,50,72
24,56,14,10,43,48,45,75,1,40,72
38,56,15,13,43,0,45,75,1,50,72
37,56,14,10,11,38,45,75,0,52,72
39,66,10,9,11,0,73,75,1,40,72
33,56,8,7,43,9,50,75,0,40,72
42,56,3,3,40,48,29,75,0,40,14
43,18,17,16,64,57,73,4,1,24,72
47,37,15,13,43,57,45,75,1,50,72
26,56,14,10,43,60,45,75,1,15,72
52,18,14,10,40,0,29,75,0,40,72
23,56,14,10,43,68,50,75,1,20,72
47,56,10,9,11,16,73,75,1,43,72
19,56,6,5,43,17,47,75,0,16,42
22,56,14,10,43,9,50,75,1,35,72
19,56,10,9,43,60,50,75,1,35,72
51,63,12,12,11,70,73,4,1,30,72
40,56,14,10,11,48,45,75,1,40,72
32,66,10,9,43,0,45,75,1,40,72
60,37,8,7,40,70,29,75,0,20,72
32,56,10,9,11,0,47,75,1,40,72
48,56,14,10,11,70,45,75,0,53,72
47,62,11,15,40,57,29,75,0,45,72
52,63,7,6,40,9,29,75,0,35,72
39,56,11,15,40,16,77,75,1,47,72
31,56,6,5,40,24,29,4,0,48,72
19,56,14,10,43,0,50,75,1,15,72
50,56,10,9,40,9,29,75,0,40,72
32,56,14,10,43,60,50,75,0,60,72
38,63,10,9,40,9,29,75,0,50,72
32,56,10,9,64,48,45,75,1,30,72
20,56,14,10,43,48,50,75,1,10,72
23,56,10,9,43,9,45,75,0,40,72
30,56,6,5,43,24,73,4,0,40,72
49,56,10,9,40,48,29,75,0,40,72
52,66,15,13,76,16,73,75,1,55,72
62,56,8,7,64,48,45,4,1,21,72
42,18,13,11,11,0,73,4,1,40,72
24,56,14,10,40,38,77,46,1,40,59
43,56,16,14,43,48,45,75,1,30,53
45,56,6,5,40,48,29,75,0,40,72
30,63,13,11,40,17,29,75,0,60,72
28,37,12,12,40,58,29,3,0,40,27
38,56,10,9,43,57,45,75,0,40,72
34,56,10,9,64,0,73,75,1,35,72
29,56,10,9,40,17,29,75,0,97,72
23,56,15,13,43,60,50,75,0,20,72
31,56,14,10,11,0,73,75,1,40,72
40,56,15,13,43,68,45,3,1,48,52
54,63,10,9,40,60,29,4,0,40,72
23,56,14,10,43,70,45,75,0,40,72
42,56,10,9,40,38,29,75,0,40,42
26,56,10,9,43,48,50,4,1,40,72
37,56,13,11,41,60,73,4,1,32,72
19,56,14,10,43,60,50,75,1,20,72
47,56,10,9,40,38,29,75,0,40,72
42,56,12,12,11,16,73,75,1,40,72
53,56,10,9,40,60,29,75,0,60,72
40,56,10,9,40,70,29,3,0,60,71
48,56,16,14,40,57,29,75,0,40,72
25,56,16,14,43,57,45,75,1,40,72
23,56,14,10,43,0,45,75,1,40,72
66,56,1,1,76,55,47,75,1,40,22
41,56,10,9,40,68,29,75,0,40,72
30,56,10,9,11,9,45,75,0,30,72
29,56,10,9,64,60,73,75,1,35,72
69,63,10,9,40,60,29,75,0,48,72
34,63,10,9,40,70,29,75,0,75,42
49,37,14,10,11,0,45,75,1,44,72
32,56,14,10,40,60,29,75,0,48,72
19,56,14,10,43,48,50,75,1,30,72
24,56,10,9,43,9,50,75,0,40,14
25,56,8,7,11,60,50,75,1,40,72
41,62,10,9,40,60,29,75,0,62,72
25,56,10,9,43,48,45,75,0,40,72
22,56,10,9,40,9,29,75,0,40,72
46,37,10,9,40,48,29,75,0,40,72
44,37,9,8,40,48,47,75,1,35,42
53,56,15,13,40,57,29,75,0,40,72
29,37,14,10,40,57,29,75,0,40,72
34,56,16,14,43,57,45,75,0,50,72
33,56,8,7,11,16,73,75,1,40,72
33,56,9,8,40,58,29,75,0,40,72
34,56,17,16,40,57,29,75,0,50,72
31,56,15,13,11,0,73,75,1,45,72
46,37,14,10,40,58,29,75,0,70,72
37,56,14,10,40,0,29,75,0,40,72
56,37,15,13,11,16,73,75,1,40,72
35,56,10,9,40,9,29,75,0,40,72
31,56,14,10,40,48,29,4,0,35,72
26,56,14,10,43,60,50,75,1,24,72
57,56,12,12,76,0,45,75,1,35,72
27,66,16,14,43,57,45,75,0,40,72
58,56,14,10,11,38,45,46,0,40,42
49,56,16,14,40,57,29,75,0,43,72
21,56,13,11,43,0,45,75,1,40,72
26,56,16,14,40,38,29,75,0,20,6
24,56,15,13,43,0,50,75,0,40,72
47,37,10,9,40,48,77,75,1,7,72
27,56,12,12,43,60,45,75,0,42,72
37,62,12,12,40,60,29,75,0,68,72
26,56,10,9,43,68,47,75,0,40,72
52,56,16,14,11,57,50,75,1,40,72
54,62,15,13,40,16,29,75,0,50,72
30,56,10,9,43,0,45,75,1,45,72
35,56,15,13,43,60,45,75,0,50,72
45,56,14,10,40,57,29,75,0,50,72
33,56,10,9,40,9,29,75,0,30,72
36,56,12,12,40,9,29,75,0,50,72
46,37,14,10,40,9,29,4,0,40,72
45,62,10,9,40,9,29,75,0,50,72
39,56,10,9,76,0,45,75,1,40,72
42,56,14,10,40,60,29,75,0,50,72
19,18,10,9,43,0,73,4,1,40,72
35,37,14,10,40,48,29,75,0,40,72
30,37,14,10,40,58,29,75,0,40,72
43,56,10,9,40,9,29,75,0,40,72
25,56,15,13,43,48,50,75,0,18,72
31,56,10,9,40,0,29,3,0,40,72
30,63,15,13,43,60,73,75,0,40,72
39,56,16,14,43,57,45,75,0,60,72
52,56,10,9,40,9,29,75,0,45,14
41,56,10,9,43,60,45,75,0,50,72
31,56,16,14,40,57,77,75,1,50,72
19,56,14,10,43,24,45,75,0,55,72
60,56,7,6,40,24,29,4,0,40,72
55,56,10,9,11,60,73,4,1,40,72
31,37,10,9,40,58,29,75,0,40,72
34,56,13,11,40,9,29,75,0,50,72
44,56,14,10,11,48,73,75,1,40,72
22,56,13,11,43,9,45,75,0,44,72
58,18,10,9,11,0,73,4,1,40,72
30,56,8,7,43,48,50,75,1,19,72
31,56,10,9,43,48,50,75,0,40,72
52,56,16,14,40,57,29,75,0,45,72
32,18,15,13,40,57,29,3,0,40,31
58,56,14,10,43,0,45,75,1,39,72
45,63,15,13,11,57,45,75,0,45,19
57,56,13,11,40,57,29,75,0,45,72
46,56,16,14,11,57,73,75,1,50,72
60,37,13,11,40,16,29,75,0,60,72
57,63,15,13,40,60,29,75,0,10,72
59,37,16,14,11,57,73,75,1,60,72
48,56,10,9,40,0,77,75,1,40,20
41,37,14,10,40,0,29,75,0,40,72
17,56,8,7,43,60,50,75,1,40,72
33,66,10,9,40,58,29,75,0,37,72
34,62,15,13,40,16,29,75,0,55,72
35,56,15,13,43,16,45,75,0,45,72
42,56,15,13,43,57,45,75,1,38,72
46,63,15,13,40,17,29,75,0,40,72
38,56,10,9,11,9,50,75,0,28,72
27,56,14,10,43,0,73,75,1,40,72
19,56,8,7,43,60,50,46,1,32,44
26,66,14,10,43,9,45,75,1,40,72
63,56,8,7,76,60,45,75,1,30,72
44,56,14,10,11,70,73,75,0,50,72
63,56,10,9,11,48,45,75,1,40,72
45,56,14,10,40,60,29,75,0,45,72
22,56,10,9,43,70,45,75,0,37,72
44,56,15,13,64,38,73,4,1,7,72
18,56,14,10,43,0,50,75,0,40,72
43,66,11,15,40,57,29,75,0,50,72
43,62,11,15,40,57,29,4,0,99,72
53,37,16,14,40,57,29,75,0,55,72
32,56,15,13,40,60,29,75,0,60,72
38,56,13,11,40,9,29,75,0,50,72
56,56,15,13,40,0,29,75,0,40,72
62,63,14,10,40,60,29,75,0,25,72
27,56,10,9,40,9,29,75,0,53,72
41,18,14,10,40,70,77,75,1,40,72
51,56,15,13,43,57,45,4,0,35,72
34,56,14,10,40,60,29,75,0,45,72
48,63,10,9,40,9,29,75,0,40,72
77,56,10,9,40,48,29,75,0,25,10
43,56,15,13,43,16,45,4,1,50,72
56,56,15,13,40,60,29,75,0,40,72
20,56,14,10,43,9,50,75,0,40,72
56,56,10,9,40,57,29,75,0,40,72
42,62,11,15,40,57,29,75,0,65,72
62,56,15,13,40,0,77,75,1,30,72
34,56,9,8,41,24,73,75,0,35,42
23,56,14,10,43,60,50,75,1,28,72
22,56,10,9,40,9,29,75,0,30,72
49,37,15,13,11,16,73,75,1,40,72
45,18,14,10,40,68,29,75,0,40,22
55,56,10,9,76,60,45,75,1,38,72
43,56,15,13,40,57,29,75,0,50,72
47,37,14,10,11,57,45,75,1,40,72
52,56,14,10,40,0,29,75,0,40,72
25,56,15,13,43,57,45,75,1,30,72
39,56,15,13,40,57,77,75,1,20,72
34,62,16,14,64,57,45,75,1,40,72
47,56,15,13,43,60,45,4,0,60,72
27,56,10,9,40,57,77,4,1,40,72
66,56,13,11,76,57,45,75,1,35,72
17,56,8,7,43,60,50,75,0,20,72
31,37,15,13,40,58,29,75,0,97,72
39,63,16,14,43,57,45,75,0,40,72
55,37,10,9,40,24,29,75,0,40,72
51,56,14,10,40,70,29,75,0,40,72
36,56,7,6,11,9,47,4,0,40,72
22,56,14,10,43,9,50,75,0,40,72
48,56,14,10,40,60,29,75,0,40,72
44,56,10,9,11,60,45,75,0,50,72
25,56,15,13,43,48,45,4,1,24,34
25,56,10,9,40,0,77,75,1,50,72
38,56,15,13,40,57,29,75,0,70,72
59,56,5,4,40,58,29,75,0,40,59
46,56,13,11,64,38,45,4,1,40,72
31,56,14,10,40,16,50,75,0,50,72
49,56,10,9,11,0,45,75,1,35,72
43,62,14,10,40,16,29,75,0,70,72
37,56,12,12,43,60,73,4,1,40,72
49,18,15,13,40,16,29,75,0,40,72
58,56,14,10,40,0,77,75,1,32,72
49,63,10,9,76,17,45,75,0,55,72
45,56,14,10,11,38,73,75,0,48,72
24,56,14,10,40,17,29,75,0,50,72
49,56,5,4,40,24,29,75,0,40,72
42,56,14,10,76,16,45,75,1,55,72
52,56,8,7,40,48,29,75,0,40,72
43,56,12,12,11,9,45,75,0,40,72
40,63,15,13,40,16,29,75,0,45,72
42,56,10,9,40,60,29,75,0,50,72
45,63,14,10,40,16,29,1,0,40,72
34,56,16,14,40,16,29,75,0,50,72
48,56,14,10,40,70,29,75,0,45,72
54,56,10,9,64,60,73,75,1,35,72
33,56,10,9,40,9,29,75,0,40,72
21,56,14,10,43,48,50,75,1,35,72
30,62,10,9,40,24,29,75,0,60,72
28,62,8,7,40,9,29,75,0,50,72
37,56,15,13,43,70,45,75,0,46,72
23,56,10,9,43,0,50,75,1,40,72
35,56,14,10,40,57,29,75,0,38,72
26,56,15,13,43,0,45,75,0,40,72
47,56,10,9,40,57,29,75,0,50,72
48,56,10,9,11,9,47,75,0,40,72
31,56,9,8,64,70,73,4,0,40,72
22,56,13,11,43,48,50,4,1,36,72
61,56,14,10,11,48,45,75,0,25,72
32,56,14,10,43,38,47,75,0,55,13
43,56,3,3,40,38,77,3,1,40,74
28,56,15,13,40,60,29,75,0,40,72
22,56,8,7,76,60,50,4,1,35,72
28,56,10,9,43,0,47,75,1,38,72
33,56,15,13,40,16,29,75,0,45,72
33,18,15,13,40,0,29,75,0,42,72
32,56,10,9,43,17,50,75,0,40,72
33,56,14,10,11,9,47,46,1,40,72
54,56,15,13,11,60,45,75,1,38,72
37,63,10,9,40,48,29,75,0,42,72
43,56,10,9,43,0,45,75,1,40,72
37,56,6,5,64,55,73,75,1,16,42
49,56,10,9,40,9,29,75,0,40,72
35,56,15,13,11,60,45,75,0,40,72
59,18,15,13,41,16,45,75,1,40,72
50,56,10,9,11,48,73,75,1,25,72
53,56,10,9,40,60,77,75,1,26,72
26,56,14,10,40,57,29,75,0,40,72
46,56,15,13,40,16,29,75,0,65,72
65,37,10,9,40,9,29,75,0,40,72
31,18,10,9,64,24,73,75,1,40,72
34,56,15,13,41,0,45,75,1,45,72
25,56,15,13,40,57,29,75,0,45,72
36,56,8,7,40,70,29,75,0,47,72
26,56,16,14,40,57,29,75,0,20,72
22,56,10,9,43,48,50,75,1,40,72
50,56,10,9,11,48,45,75,0,40,72
42,56,15,13,11,60,45,75,0,40,72
25,56,14,10,43,0,45,75,0,30,72
53,56,6,5,11,48,45,75,1,36,6
56,37,14,10,76,0,73,75,1,40,72
35,56,14,10,64,0,45,4,0,40,72
29,56,12,12,43,60,50,75,1,40,72
46,56,10,9,40,0,77,75,1,52,72
49,56,15,13,11,0,45,75,0,40,72
27,63,10,9,40,70,29,75,0,40,72
47,56,14,10,11,60,73,75,1,60,72
40,56,16,14,43,60,45,75,0,50,72
26,56,15,13,40,48,29,75,0,45,72
38,56,3,3,40,48,29,75,0,75,42
35,56,16,14,40,60,29,75,0,40,72
47,56,12,12,11,60,50,75,0,44,72
34,56,10,9,40,57,29,75,0,60,52
49,56,10,9,40,9,29,75,0,40,72
55,56,10,9,11,0,73,1,1,45,72
43,56,15,13,40,57,29,75,0,55,33
37,56,14,10,40,16,29,3,0,55,72
27,56,15,13,40,9,47,75,0,50,72
42,56,10,9,11,16,45,4,1,50,72
50,56,15,13,40,60,29,75,0,40,72
26,56,7,6,40,0,77,75,1,40,72
29,18,16,14,40,57,29,75,0,40,72
30,56,15,13,43,60,50,75,0,18,72
22,56,9,8,43,48,45,75,0,35,72
41,56,10,9,40,0,29,75,0,40,72
25,56,14,10,43,0,45,75,1,40,72
18,56,8,7,43,24,50,75,0,12,72
58,56,10,9,40,17,29,75,0,53,72
32,56,15,13,40,16,29,75,0,40,72
32,56,14,10,40,70,29,75,0,60,72
18,56,10,9,43,48,50,75,1,30,72
53,56,14,10,40,60,29,75,0,55,72
43,66,11,15,40,57,29,75,0,70,72
40,62,15,13,11,16,45,75,0,40,72
33,37,10,9,40,9,29,75,0,40,72
43,56,10,9,40,70,29,3,0,99,72
25,56,15,13,43,57,50,75,0,40,72
26,56,14,10,43,0,45,75,1,40,72
30,56,14,10,40,60,29,75,0,40,72
42,63,14,10,40,17,29,75,0,60,72
39,56,13,11,11,16,73,4,1,40,72
30,56,10,9,40,9,29,75,0,40,72
56,56,10,9,43,0,45,75,1,38,72
28,56,15,13,43,60,45,75,0,40,72
44,56,14,10,64,57,73,4,1,40,72
47,66,15,13,40,57,29,75,0,45,72
19,56,14,10,43,48,50,75,0,35,72
41,37,15,13,11,57,45,75,0,20,72
35,56,14,10,11,16,73,75,0,60,72
59,37,15,13,40,57,29,75,0,40,72
49,37,14,10,40,58,29,75,0,40,72
29,56,10,9,11,57,45,75,1,40,72
17,56,8,7,43,24,50,75,0,12,72
54,56,15,13,40,70,29,75,0,40,72
33,56,6,5,43,48,45,75,0,45,14
52,56,14,10,40,16,29,75,0,55,6
52,56,6,5,76,48,45,75,1,25,59
28,56,14,10,40,16,50,75,0,50,72
29,56,10,9,64,60,73,75,1,25,72
53,56,13,11,40,9,29,4,0,40,72
23,56,15,13,43,60,50,4,1,25,72
24,56,8,7,43,9,45,4,0,35,34
63,56,10,9,76,0,45,75,1,40,72
28,56,7,6,40,24,29,75,0,30,42
57,62,15,13,40,9,29,75,0,50,72
21,56,14,10,43,60,50,75,1,60,72
26,56,10,9,43,70,50,75,0,45,72
31,56,15,13,40,16,29,75,0,40,72
51,56,10,9,40,9,29,75,0,40,72
37,56,13,11,40,9,29,75,0,40,72
21,56,10,9,43,38,47,75,0,40,72
52,37,12,12,40,58,29,75,0,40,72
28,56,7,6,43,38,50,4,0,45,72
49,56,5,4,40,38,29,46,0,38,72
59,56,16,14,40,68,29,75,0,40,31
41,56,10,9,11,9,73,75,1,40,72
55,56,10,9,11,0,45,75,1,29,72
26,56,15,13,43,60,50,75,0,18,72
31,56,11,15,40,57,29,75,0,25,72
23,56,10,9,43,0,50,75,1,40,72
24,56,14,10,43,60,50,75,0,40,72
28,56,13,11,11,16,45,75,0,50,72
57,56,10,9,11,60,45,75,1,26,72
40,37,14,10,43,0,73,1,1,35,72
32,56,10,9,40,70,29,75,0,40,72
18,56,8,7,43,48,47,75,1,40,72
48,56,14,10,43,48,73,4,1,40,72
42,18,16,14,40,57,29,75,0,40,72
90,56,14,10,43,48,45,3,0,35,72
61,56,5,4,76,48,45,4,1,21,72
23,56,14,10,43,58,50,4,1,40,72
37,56,10,9,11,9,45,75,0,40,72
26,56,14,10,43,48,45,75,0,60,72
55,63,15,13,40,16,77,75,1,25,72
42,56,10,9,40,60,29,75,0,48,72
45,56,10,9,40,0,29,75,0,7,72
45,56,16,14,40,57,29,75,0,36,15
34,56,15,13,40,57,29,75,0,55,72
36,56,15,13,11,0,45,75,1,40,72
41,56,16,14,40,16,29,75,0,45,72
38,56,15,13,40,48,29,75,0,35,42
57,18,14,10,11,57,45,75,0,48,72
34,63,10,9,11,16,45,75,0,60,72
30,56,13,11,11,57,73,75,1,36,72
39,56,15,13,43,57,45,75,0,40,72
59,56,14,10,11,9,45,75,0,40,72
33,18,15,13,40,57,29,75,0,40,72
41,56,14,10,40,0,29,75,0,46,72
49,56,14,10,40,0,29,75,0,45,72
38,56,13,11,11,9,45,75,0,40,72
36,18,10,9,40,0,77,75,1,40,72
24,56,15,13,43,0,50,75,0,39,72
37,56,12,12,40,57,29,75,0,45,72
23,56,10,9,43,24,50,4,1,16,72
51,63,10,9,64,48,73,75,1,20,72
35,56,16,14,40,16,29,75,0,60,72
25,56,8,7,40,38,29,75,0,40,72
30,56,10,9,40,9,29,75,0,35,72
43,56,10,9,40,38,29,75,0,42,72
39,37,10,9,40,58,29,75,0,40,72
26,56,10,9,64,0,73,4,1,40,72
41,66,10,9,43,48,45,75,1,40,72
21,56,14,10,43,0,47,75,0,30,44
24,56,14,10,43,16,50,75,0,40,72
48,56,10,9,11,60,45,75,1,52,72
24,56,12,12,40,9,29,75,0,40,72
41,63,14,10,11,9,45,75,0,50,72
66,56,10,9,11,38,45,75,0,10,72
45,56,14,10,11,16,45,75,1,40,72
28,56,15,13,40,60,29,75,0,40,72
43,56,8,7,40,9,29,75,0,40,72
38,37,12,12,40,58,29,75,0,56,72
26,56,10,9,43,9,45,75,0,40,72
36,56,15,13,40,9,29,75,0,50,72
22,56,10,9,43,48,73,75,1,40,72
31,56,10,9,43,48,45,75,0,40,72
37,56,10,9,11,68,50,75,0,45,72
32,37,10,9,40,48,29,75,0,40,72
30,56,15,13,11,16,45,75,0,40,72
38,56,11,15,40,57,77,75,1,40,72
55,56,15,13,40,9,29,75,0,40,72
37,56,11,15,40,60,29,75,0,45,72
36,37,10,9,43,0,45,75,0,40,72
26,56,10,9,40,48,77,75,1,30,72
17,56,7,6,43,48,50,75,1,15,72
42,56,14,10,40,38,29,75,0,40,72
41,56,10,9,43,48,50,75,0,40,72
39,56,15,13,43,60,50,75,0,40,20
43,63,10,9,40,48,77,75,1,16,72
20,56,10,9,40,9,29,75,0,40,72
43,37,15,13,40,57,77,75,1,28,72
23,56,14,10,40,60,77,75,1,40,72
61,62,10,9,11,60,45,75,0,55,72
30,56,14,10,40,48,77,75,1,40,72
42,18,14,10,11,0,47,75,1,40,59
76,56,10,9,76,48,73,75,1,33,72
27,56,16,14,43,57,45,75,1,45,72
23,56,14,10,43,0,45,75,1,24,21
42,56,14,10,64,16,45,75,0,60,6
62,62,13,11,40,16,29,75,0,50,72
30,56,15,13,43,57,50,75,1,37,72
50,18,12,12,40,9,29,75,0,40,72
31,56,10,9,40,48,29,75,0,40,72
35,56,10,9,11,9,73,75,0,40,72
39,56,14,10,40,9,29,75,0,40,72
43,56,6,5,43,38,45,75,1,20,72
59,56,11,15,40,70,29,4,0,50,72
34,56,14,10,40,9,29,75,0,45,72
52,18,10,9,11,0,73,75,1,40,72
46,66,5,4,43,48,45,4,1,40,72
32,56,15,13,11,60,73,75,1,30,72
54,56,10,9,11,48,73,75,0,32,72
39,62,15,13,40,60,29,75,0,60,72
59,63,10,9,40,16,29,75,0,60,21
36,56,8,7,40,70,29,75,0,43,72
42,56,14,10,40,9,29,75,0,40,72
43,37,16,14,40,57,29,75,0,40,72
20,56,14,10,43,48,50,75,0,50,72
28,56,15,13,40,60,29,75,0,50,72
45,37,14,10,11,0,73,4,1,40,72
44,18,14,10,43,0,45,75,0,50,72
67,62,10,9,40,57,77,75,1,30,15
38,56,13,11,40,9,29,75,0,40,72
36,37,14,10,11,58,73,75,0,55,72
32,56,10,9,40,70,29,75,0,40,72
17,56,8,7,43,60,50,75,0,5,72
45,56,9,8,40,0,77,4,1,40,72
37,56,10,9,40,38,29,75,0,50,72
27,56,7,6,40,24,29,75,0,40,72
67,56,16,14,40,57,29,75,0,60,72
37,37,15,13,40,48,29,75,0,40,72
28,56,15,13,43,0,45,75,0,40,72
43,56,9,8,40,70,29,75,0,40,72
47,56,15,13,40,16,29,75,0,60,72
43,56,10,9,11,0,47,4,0,38,72
45,56,16,14,40,0,29,75,0,45,72
27,56,13,11,43,16,50,75,0,40,72
29,66,10,9,40,58,29,75,0,42,72
49,66,14,10,11,0,50,75,0,40,72
33,56,13,11,43,9,73,75,0,40,72
26,56,16,14,43,57,45,75,0,40,72
50,56,10,9,11,60,73,75,1,45,72
56,56,14,10,40,60,29,75,0,45,72
36,63,7,6,40,17,29,75,0,60,72
32,56,14,10,11,60,45,75,0,50,72
63,56,5,4,11,60,45,75,1,40,72
47,37,15,13,11,57,45,4,1,40,72
19,56,10,9,43,70,50,75,0,40,72
47,56,10,9,40,48,29,75,0,40,72
36,56,10,9,40,38,29,75,0,40,72
48,56,14,10,11,9,45,75,0,40,72
39,37,8,7,40,70,29,75,0,30,72
39,56,15,13,40,9,29,75,0,40,72
40,56,10,9,40,17,29,4,0,40,72
74,62,14,10,40,16,29,75,0,35,72
49,56,10,9,64,57,73,4,1,40,72
33,56,15,13,40,57,29,75,0,47,72
54,56,10,9,11,70,45,75,0,45,72
46,56,15,13,11,9,45,75,0,48,72
68,56,9,8,76,60,45,75,1,30,72
43,56,14,10,11,60,73,75,1,55,72
33,56,15,13,40,57,29,75,0,40,72
38,56,15,13,40,60,29,75,0,50,72
27,56,10,9,43,60,45,75,0,50,72
38,56,12,12,40,48,29,75,0,40,14
34,56,10,9,40,24,29,75,0,40,72
25,56,12,12,43,17,45,75,0,45,72
21,56,14,10,43,24,50,75,1,40,72
24,56,13,11,43,60,45,75,1,40,72
34,56,10,9,11,0,45,4,0,42,72
27,56,14,10,40,60,29,75,0,40,72
50,56,10,9,41,16,73,75,1,10,72
33,37,13,11,43,58,45,75,0,70,72
47,56,14,10,40,48,29,75,0,57,72
47,56,11,15,40,57,29,75,0,50,72
36,56,3,3,64,38,45,75,1,40,72
43,37,10,9,40,16,29,75,0,40,72
